"item"	"group1"	"vars"	"n"	"mean"	"sd"	"median"	"trimmed"	"mad"	"min"	"max"	"range"	"skew"	"kurtosis"	"se"
"N4acetylcytidine3"	"411"	"Ctrl"	137	3	0.848883333333333	0.22943126036644	0.96177	0.848883333333333	0.056679798	0.58488	1	0.41512	-0.372912252022324	-2.33333333333333	0.132462199933079
"2'deoxycytidine1"	"412"	"ADI1x"	138	3	0.765026666666667	0.140663947169605	0.78073	0.765026666666667	0.17264877	0.61717	0.89718	0.28001	-0.110245908977279	-2.33333333333333	0.081212367763647
"2'deoxycytidine2"	"413"	"ADI2x"	138	3	0.951243333333333	0.228167719086933	0.82224	0.951243333333333	0.008065344	0.8168	1.21469	0.39789	0.384654049593325	-2.33333333333333	0.131732694035223
"2'deoxycytidine3"	"414"	"Ctrl"	138	3	0.93476	0.086314181337715	0.92201	0.93476	0.098563248	0.85553	1.02674	0.17121	0.14449299021766	-2.33333333333333	0.049833515830212
"2'Omethylcytidine1"	"415"	"ADI1x"	139	3	1.11056333333333	0.332132370649615	1.20242	1.11056333333333	0.273806568	0.74217	1.3871	0.64493	-0.25541214914366	-2.33333333333333	0.191756713601144
"2'Omethylcytidine2"	"416"	"ADI2x"	139	3	0.819893333333333	0.168070019436345	0.78471	0.819893333333333	0.166807326	0.6722	1.00277	0.33057	0.20016374664276	-2.33333333333333	0.097035270964279
"2'Omethylcytidine3"	"417"	"Ctrl"	139	3	0.860893333333333	0.143385497988232	0.87408	0.860893333333333	0.18258219	0.71137	0.99723	0.28586	-0.091188691318885	-2.33333333333333	0.082783655861394
"5methyl2'deoxycytidine1"	"418"	"ADI1x"	140	3	0.73685	0.211896884592483	0.77032	0.73685	0.23677122	0.51021	0.93002	0.41981	-0.154013304448975	-2.33333333333333	0.122338723359913
"5methyl2'deoxycytidine2"	"419"	"ADI2x"	140	3	1.04417	0.211355078718256	0.97485	1.04417	0.146288142	0.87618	1.28148	0.4053	0.292698137673268	-2.33333333333333	0.122025911592579
"5methyl2'deoxycytidine3"	"420"	"Ctrl"	140	3	1.05826666666667	0.19208951203367	1.01761	1.05826666666667	0.18955041	0.88976	1.26743	0.37767	0.202173137624048	-2.33333333333333	0.110902931481143
"thymidine1"	"421"	"ADI1x"	141	3	0.67472	0.251492367876244	0.73023	0.67472	0.242538534	0.40011	0.89382	0.49371	-0.209969166043739	-2.33333333333333	0.145199186292486
"thymidine2"	"422"	"ADI2x"	141	3	0.847713333333333	0.199136143463042	0.74299	0.847713333333333	0.02994852	0.72279	1.07736	0.35457	0.380449388828489	-2.33333333333333	0.114971306033771
"thymidine3"	"423"	"Ctrl"	141	3	0.93725	0.059256440156324	0.95552	0.93725	0.04403322	0.87101	0.98522	0.11421	-0.279011379791664	-2.33333333333333	0.034211721675473
"alphatocopherol1"	"424"	"ADI1x"	142	3	0.636646666666667	0.897561851369215	0.16075	0.636646666666667	0.1237971	0.07725	1.67194	1.59469	0.381156032230167	-2.33333333333333	0.518207576502355
"alphatocopherol2"	"425"	"ADI2x"	142	3	0.593523333333333	0.909342285904122	0.07275	0.593523333333333	0.012542796	0.06429	1.64353	1.57924	0.384862700919042	-2.33333333333333	0.525009013552254
"alphatocopherol3"	"426"	"Ctrl"	142	3	0.4498	0.482501512018356	0.29421	0.4498	0.340879392	0.06429	0.9909	0.92661	0.288934117642479	-2.33333333333333	0.2785723778482
"gammatocopherolbetatocopherol1"	"427"	"ADI1x"	143	3	0.648206666666667	0.406579890591423	0.57859	0.648206666666667	0.441310716	0.28093	1.0851	0.80417	0.166205081199366	-2.33333333333333	0.234739009280047
"gammatocopherolbetatocopherol2"	"428"	"ADI2x"	143	3	0.74676	0.587072999464292	0.55317	0.74676	0.403623024	0.28093	1.40618	1.12525	0.293897687201083	-2.33333333333333	0.33894675427467
"gammatocopherolbetatocopherol3"	"429"	"Ctrl"	143	3	0.90678	0.133224692906383	0.98012	0.90678	0.01052646	0.753	0.98722	0.23422	-0.38367070545656	-2.33333333333333	0.076917312312205
"biopterin1"	"430"	"ADI1x"	144	3	0.863176666666667	0.208121606358718	0.87362	0.863176666666667	0.285044676	0.65003	1.06588	0.41585	-0.050052649101465	-2.33333333333333	0.120159065455383
"biopterin2"	"431"	"ADI2x"	144	3	0.810166666666667	0.198690299796778	0.74795	0.810166666666667	0.145176192	0.65003	1.03252	0.38249	0.282430225617242	-2.33333333333333	0.114713898073037
"biopterin3"	"432"	"Ctrl"	144	3	1.13466	0.313955364184146	1.16443	1.13466	0.397692624	0.80688	1.43267	0.62579	-0.093969821050118	-2.33333333333333	0.181262214025244
"dihydrobiopterin1"	"433"	"ADI1x"	145	3	0.937193333333333	0.363326846838124	0.98475	0.937193333333333	0.42943509	0.55243	1.2744	0.72197	-0.128649697028563	-2.33333333333333	0.209766852825809
"dihydrobiopterin2"	"434"	"ADI2x"	145	3	1.06474333333333	0.183021937573979	1.13942	1.06474333333333	0.08776992	0.85619	1.19862	0.34243	-0.340092852001762	-2.33333333333333	0.105667764925943
"dihydrobiopterin3"	"435"	"Ctrl"	145	3	0.997213333333333	0.375072449712497	1.11966	0.997213333333333	0.26108586	0.57622	1.29576	0.71954	-0.291668089651924	-2.33333333333333	0.216548179807122
"heme1"	"436"	"ADI1x"	146	3	1.30779666666667	0.263148768253498	1.22025	1.30779666666667	0.178905342	1.09958	1.60356	0.50398	0.2958662398071	-2.33333333333333	0.151929012188076
"heme2"	"437"	"ADI2x"	146	3	1.14055333333333	0.521579299276086	1.30818	1.14055333333333	0.369953178	0.55577	1.55771	1.00194	-0.288188233084538	-2.33333333333333	0.301133948840785
"heme3"	"438"	"Ctrl"	146	3	1.56286	0.675754968979141	1.74161	1.56286	0.577709916	0.8157	2.13127	1.31557	-0.246010492369263	-2.33333333333333	0.390147313246334
"bilirubinZZ1"	"439"	"ADI1x"	147	3	0.539956666666667	0.429386942201709	0.29205	0.539956666666667	0	0.29205	1.03577	0.74372	0.384900179459751	-2.33333333333333	0.247906666666667
"bilirubinZZ2"	"440"	"ADI2x"	147	3	0.541666666666667	0.432348749082651	0.29205	0.541666666666667	0	0.29205	1.0409	0.74885	0.38490017945975	-2.33333333333333	0.249616666666667
"bilirubinZZ3"	"441"	"Ctrl"	147	3	0.305926666666667	0.024035091706364	0.29205	0.305926666666667	0	0.29205	0.33368	0.04163	0.384900179459752	-2.33333333333333	0.013876666666667
"bilirubinEE*1"	"442"	"ADI1x"	148	3	0.606313333333333	0.376328452463182	0.38904	0.606313333333333	0	0.38904	1.04086	0.65182	0.384900179459751	-2.33333333333333	0.217273333333333
"bilirubinEE*2"	"443"	"ADI2x"	148	3	0.614003333333333	0.389647923173387	0.38904	0.614003333333333	0	0.38904	1.06393	0.67489	0.38490017945975	-2.33333333333333	0.224963333333333
"bilirubinEE*3"	"444"	"Ctrl"	148	3	0.476983333333333	0.152322321520299	0.38904	0.476983333333333	0	0.38904	0.65287	0.26383	0.384900179459751	-2.33333333333333	0.087943333333333
"biliverdin1"	"445"	"ADI1x"	149	3	0.987686666666667	0.222104394673616	0.96146	0.987686666666667	0.26924016	0.77986	1.22174	0.44188	0.116436125019277	-2.33333333333333	0.128232032053011
"biliverdin2"	"446"	"ADI2x"	149	3	0.933973333333333	0.114483424273269	0.99533	0.933973333333333	0.013891962	0.80189	1.0047	0.20281	-0.382001559178762	-2.33333333333333	0.066097035821922
"biliverdin3"	"447"	"Ctrl"	149	3	1.71015333333333	0.431861852255248	1.51678	1.71015333333333	0.160135626	1.40877	2.20491	0.79614	0.357991686267215	-2.33333333333333	0.249335556652298
"retinolVitaminA1"	"448"	"ADI1x"	150	3	0.997093333333333	0.4912255227829	0.81193	0.997093333333333	0.276608682	0.62536	1.55399	0.92863	0.323383862759253	-2.33333333333333	0.283609187811522
"retinolVitaminA2"	"449"	"ADI2x"	150	3	0.90706	0.325145786994081	0.90482	0.90706	0.477071028	0.58304	1.23332	0.65028	0.006888890387786	-2.33333333333333	0.187723007646905
"retinolVitaminA3"	"450"	"Ctrl"	150	3	0.973023333333333	0.047149101087225	0.99369	0.973023333333333	0.018710412	0.91907	1.00631	0.08724	-0.354110473096586	-2.33333333333333	0.027221546204758
"pyridoxal1"	"451"	"ADI1x"	151	3	1.05841333333333	0.172643087418331	1.12399	1.05841333333333	0.095879742	0.86259	1.18866	0.32607	-0.32503700798668	-2.33333333333333	0.099675532994701
"pyridoxal2"	"452"	"ADI2x"	151	3	0.813153333333333	0.143693597746501	0.7788	0.813153333333333	0.13202553	0.68975	0.97091	0.28116	0.225408993434279	-2.33333333333333	0.082961537339768
"pyridoxal3"	"453"	"Ctrl"	151	3	0.91532	0.231841147987151	0.86294	0.91532	0.220596054	0.71415	1.16887	0.45472	0.214398019437698	-2.33333333333333	0.133853549199613
"pyridoxate1"	"454"	"ADI1x"	152	3	1.08826	0.329565418543876	1.0574	1.08826	0.418374894	0.77521	1.43217	0.65696	0.092817428024793	-2.33333333333333	0.190274683111898
"pyridoxate2"	"455"	"ADI2x"	152	3	0.93653	0.058498057232698	0.91731	0.93653	0.04040085	0.89006	1.00222	0.11216	0.293089991638886	-2.33333333333333	0.033773869090368
"pyridoxate3"	"456"	"Ctrl"	152	3	1.03618333333333	0.209860062978484	1.03328	1.03618333333333	0.304659474	0.82779	1.24748	0.41969	0.013831967855278	-2.33333333333333	0.12116276385278
"hippurate1"	"457"	"ADI1x"	153	3	0.71756	0.434128752445631	0.55819	0.71756	0.25582263	0.38564	1.20885	0.82321	0.317630551138297	-2.33333333333333	0.250644352087442
"hippurate2"	"458"	"ADI2x"	153	3	0.911706666666667	0.171817855397317	0.87308	0.911706666666667	0.163960734	0.76249	1.09955	0.33706	0.213449661501871	-2.33333333333333	0.099199085065225
"hippurate3"	"459"	"Ctrl"	153	3	2.56107666666667	1.32682086508817	2.47655	2.56107666666667	1.776169626	1.27854	3.92814	2.6496	0.063447613387782	-2.33333333333333	0.76604038362507
"4hydroxyhippurate1"	"460"	"ADI1x"	154	3	0.979983333333333	0.46315615944661	0.71258	0.979983333333333	0	0.71258	1.51479	0.80221	0.384900179459751	-2.33333333333333	0.267403333333333
"4hydroxyhippurate2"	"461"	"ADI2x"	154	3	0.915553333333333	0.179527576247588	0.98055	0.915553333333333	0.108200148	0.71258	1.05353	0.34095	-0.314588044923443	-2.33333333333333	0.103650294473506
"4hydroxyhippurate3"	"462"	"Ctrl"	154	3	0.71258	0	0.71258	0.71258	0	0.71258	0.71258	0	NA	NA	0
"benzoate1"	"463"	"ADI1x"	155	3	0.747276666666667	0.381786019169552	0.77052	0.747276666666667	0.513557814	0.3544	1.11691	0.76251	-0.060654875214899	-2.33333333333333	0.220424260940376
"benzoate2"	"464"	"ADI2x"	155	3	0.602626666666667	0.429941198460131	0.3544	0.602626666666667	0	0.3544	1.09908	0.74468	0.384900179459751	-2.33333333333333	0.248226666666667
"benzoate3"	"465"	"Ctrl"	155	3	1.04743666666667	0.234961730997483	1.12693	1.04743666666667	0.156280866	0.78304	1.23234	0.4493	-0.29959876941933	-2.33333333333333	0.135655218640657
"catecholsulfate1"	"466"	"ADI1x"	156	3	0.512853333333333	0.059527272181189	0.52154	0.512853333333333	0.068229252	0.44946	0.56756	0.1181	-0.142820008235579	-2.33333333333333	0.034368086617933
"catecholsulfate2"	"467"	"ADI2x"	156	3	1.15879666666667	0.513394899111136	0.99723	1.15879666666667	0.373036986	0.74562	1.73354	0.98792	0.283535111240734	-2.33333333333333	0.296408683202395
"catecholsulfate3"	"468"	"Ctrl"	156	3	1.76812666666667	0.959086767937778	1.45761	1.76812666666667	0.674345784	1.00277	2.844	1.84123	0.28982525743937	-2.33333333333333	0.553729003645084
"4methylcatecholsulfate1"	"469"	"ADI1x"	157	3	0.653123333333333	0.425222167382338	0.5726	0.653123333333333	0.442822968	0.27392	1.11285	0.83893	0.182576928433378	-2.33333333333333	0.245502132803589
"4methylcatecholsulfate2"	"470"	"ADI2x"	157	3	0.27392	0	0.27392	0.27392	0	0.27392	0.27392	0	NA	NA	0
"4methylcatecholsulfate3"	"471"	"Ctrl"	157	3	1.14433	0.507222698723154	1.01754	1.14433	0.452207826	0.71253	1.70292	0.99039	0.234349890631958	-2.33333333333333	0.292845161646902
"pcresolsulfate1"	"472"	"ADI1x"	158	3	1.43338333333333	1.03021433655009	1.67755	1.43338333333333	0.951873678	0.30302	2.31958	2.01656	-0.223692683809512	-2.33333333333333	0.594794524530204
"pcresolsulfate2"	"473"	"ADI2x"	158	3	0.34373	0.45061094937873	0.163	0.34373	0.224554596	0.01154	0.85665	0.84511	0.336559005381766	-2.33333333333333	0.260160352923602
"pcresolsulfate3"	"474"	"Ctrl"	158	3	1.24393666666667	0.510770950655314	1.01665	1.24393666666667	0.193316214	0.88626	1.8289	0.94264	0.356873783451593	-2.33333333333333	0.294893745855087
"33hydroxyphenylpropionatesulfate1"	"475"	"ADI1x"	159	3	0.97366	0.791386250891434	0.92375	0.97366	1.060563084	0.20841	1.78882	1.58041	0.062815709051172	-2.33333333333333	0.456907064985138
"33hydroxyphenylpropionatesulfate2"	"476"	"ADI2x"	159	3	1.16202	0.364239009992066	1.1229	1.16202	0.450680748	0.81892	1.54424	0.72532	0.106163102466374	-2.33333333333333	0.210293490468282
"33hydroxyphenylpropionatesulfate3"	"477"	"Ctrl"	159	3	1.36389333333333	0.798278551780851	1.36816	1.36389333333333	1.174026462	0.56349	2.16003	1.59654	-0.005344681715668	-2.33333333333333	0.460886336758979
"23dihydroxyisovalerate1"	"478"	"ADI1x"	160	3	0.642976666666667	0.066111244378951	0.6254	0.642976666666667	0.056294322	0.58743	0.7161	0.12867	0.247072553741791	-2.33333333333333	0.038169344738648
"23dihydroxyisovalerate2"	"479"	"ADI2x"	160	3	0.844633333333333	0.254790292266666	0.84953	0.844633333333333	0.366810066	0.58743	1.09694	0.50951	-0.019211321007738	-2.33333333333333	0.147103243827063
"23dihydroxyisovalerate3"	"480"	"Ctrl"	160	3	1.13089666666667	0.497454076506901	1.24156	1.13089666666667	0.477604764	0.58743	1.5637	0.97627	-0.211450284620118	-2.33333333333333	0.287205244980736
"gluconate1"	"481"	"ADI1x"	161	3	1.25079	0.165013685190047	1.25565	1.25079	0.233761542	1.0834	1.41332	0.32992	-0.029426555151078	-2.33333333333333	0.095270695564446
"gluconate2"	"482"	"ADI2x"	161	3	0.93017	0.12095732635934	0.99859	0.93017	0.004180932	0.79051	1.00141	0.2109	-0.384664831788898	-2.33333333333333	0.069834744934023
"gluconate3"	"483"	"Ctrl"	161	3	1.27406666666667	0.285076677813765	1.40512	1.27406666666667	0.096265218	0.94703	1.47005	0.52302	-0.362558918026481	-2.33333333333333	0.164589096675462
"genisteinsulfate*1"	"484"	"ADI1x"	162	3	0.21653	0.307369736311173	0.03907	0.21653	0	0.03907	0.57145	0.53238	0.38490017945975	-2.33333333333333	0.17746
"genisteinsulfate*2"	"485"	"ADI2x"	162	3	0.139476666666667	0.173909448085299	0.03907	0.139476666666667	0	0.03907	0.34029	0.30122	0.38490017945975	-2.33333333333333	0.100406666666667
"genisteinsulfate*3"	"486"	"Ctrl"	162	3	1.79514666666667	0.940821419310452	1.38537	1.79514666666667	0.380524116	1.12871	2.87136	1.74265	0.352925377849034	-2.33333333333333	0.543183499698255
"equolsulfate1"	"487"	"ADI1x"	163	3	0.569036666666667	0.651983706417065	0.24916	0.569036666666667	0.163664214	0.13877	1.31918	1.18041	0.372524027963529	-2.33333333333333	0.376422968407142
"equolsulfate2"	"488"	"ADI2x"	163	3	1.29637	0.540493825034107	1	1.29637	0.046123686	0.96889	1.92022	0.95133	0.383466113080189	-2.33333333333333	0.312054255378772
"equolsulfate3"	"489"	"Ctrl"	163	3	0.13877	0	0.13877	0.13877	0	0.13877	0.13877	0	NA	NA	0
"ergothioneine1"	"490"	"ADI1x"	164	3	1.69178	0.226624647379759	1.58344	1.69178	0.064908228	1.53966	1.95224	0.41258	0.368803267508097	-2.33333333333333	0.130841801169708
"ergothioneine2"	"491"	"ADI2x"	164	3	0.546956666666667	0.307461837035645	0.69619	0.546956666666667	0.081735738	0.19336	0.75132	0.55796	-0.371025130613661	-2.33333333333333	0.177513174378066
"ergothioneine3"	"492"	"Ctrl"	164	3	1.02602333333333	0.953261995273772	0.76168	1.02602333333333	0.78407301	0.23283	2.08356	1.85073	0.255979988305114	-2.33333333333333	0.550366069579552
"homostachydrine*1"	"493"	"ADI1x"	165	3	0.76564	0.218844229761719	0.76151	0.76564	0.315230412	0.54889	0.98652	0.43763	0.018865149496106	-2.33333333333333	0.126349774963525
"homostachydrine*2"	"494"	"ADI2x"	165	3	1.09253666666667	0.263978672686513	1.2149	1.09253666666667	0.086331798	0.78958	1.27313	0.48355	-0.363937665152015	-2.33333333333333	0.152408157735879
"homostachydrine*3"	"495"	"Ctrl"	165	3	1.36653666666667	0.833417295376892	1.34814	1.36653666666667	1.194486342	0.54247	2.209	1.66653	0.022063020486453	-2.33333333333333	0.481173699833138
"methylindole3acetate1"	"496"	"ADI1x"	166	3	0.818043333333333	1.03791989943027	0.2188	0.818043333333333	0	0.2188	2.01653	1.79773	0.384900179459751	-2.33333333333333	0.599243333333333
"methylindole3acetate2"	"497"	"ADI2x"	166	3	0.8026	0.753255525635226	0.53613	0.8026	0.470473458	0.2188	1.65287	1.43407	0.309486913739994	-2.33333333333333	0.434892280494071
"methylindole3acetate3"	"498"	"Ctrl"	166	3	0.921623333333333	0.624784529764729	1.13202	0.921623333333333	0.418137678	0.2188	1.41405	1.19525	-0.298562863536667	-2.33333333333333	0.36071951644518
"Nglycolylneuraminate1"	"499"	"ADI1x"	167	3	0.688966666666667	0.575034024848385	0.3804	0.688966666666667	0.068674032	0.33408	1.35242	1.01834	0.382092439361391	-2.33333333333333	0.331996049039409
"Nglycolylneuraminate2"	"500"	"ADI2x"	167	3	1.94057	1.02833265026449	2.26437	1.94057	0.746726316	0.78931	2.76803	1.97872	-0.283658886224774	-2.33333333333333	0.593708132446688
"Nglycolylneuraminate3"	"501"	"Ctrl"	167	3	1.0317	0.713997975067157	1	1.0317	0.987292992	0.33408	1.76102	1.42694	0.044310369141415	-2.33333333333333	0.412226923105871
"stachydrine1"	"502"	"ADI1x"	168	3	0.850143333333333	0.399788776397404	0.99693	0.850143333333333	0.235525836	0.39771	1.15579	0.75808	-0.317664785124143	-2.33333333333333	0.230818157672032
"stachydrine2"	"503"	"ADI2x"	168	3	1.30167	0.375887170704189	1.32633	1.30167	0.501548754	0.91406	1.66462	0.75056	-0.065322430634755	-2.33333333333333	0.21701855919099
"stachydrine3"	"504"	"Ctrl"	168	3	1.70831666666667	0.741053961755373	1.9569	1.70831666666667	0.498479772	0.87493	2.29312	1.41819	-0.29770004097008	-2.33333333333333	0.427847704303503
"methylglucopyranosidealpha+beta1"	"505"	"ADI1x"	169	3	0.793926666666667	0.146201866039163	0.84343	0.793926666666667	0.097139952	0.6294	0.90895	0.27955	-0.299776748103396	-2.33333333333333	0.084409686713736
"methylglucopyranosidealpha+beta2"	"506"	"ADI2x"	169	3	1.03452666666667	0.064295634636679	1.00642	1.03452666666667	0.02572311	0.98907	1.10809	0.11902	0.353609453132641	-2.33333333333334	0.037121101965205
"methylglucopyranosidealpha+beta3"	"507"	"Ctrl"	169	3	1.02550666666667	0.03315129157866	1.02318	1.02550666666667	0.04388496	0.99358	1.05976	0.06618	0.069837587266035	-2.33333333333333	0.019139907116923
"daidzeinsulfate(21"	"508"	"ADI1x"	170	3	0.195533333333333	0.199330180437718	0.08045	0.195533333333333	0	0.08045	0.4257	0.34525	0.384900179459751	-2.33333333333333	0.115083333333333
"daidzeinsulfate(22"	"509"	"ADI2x"	170	3	0.08045	0	0.08045	0.08045	0	0.08045	0.08045	0	NA	NA	0
"daidzeinsulfate(23"	"510"	"Ctrl"	170	3	1.58753	0.69743533406331	1.37559	1.58753	0.526234044	1.02065	2.36635	1.3457	0.275822265972807	-2.33333333333333	0.402664477863808
"tartronate(hydroxymalonate1"	"511"	"ADI1x"	171	3	0.959953333333333	0.394479751360362	1.1727	0.959953333333333	0.044018394	0.50477	1.20239	0.69762	-0.382448773840227	-2.33333333333333	0.227752990637762
"tartronate(hydroxymalonate2"	"512"	"ADI2x"	171	3	0.926716666666667	0.045411498910885	0.9529	0.926716666666667	0.000103782	0.87428	0.95297	0.07869	-0.384899150579255	-2.33333333333333	0.026218341120504
"tartronate(hydroxymalonate3"	"513"	"Ctrl"	171	3	2.30795	0.215394268958113	2.33176	2.30795	0.264925794	2.08164	2.51045	0.42881	-0.109190721662469	-2.33333333333333	0.124357939164869
"sulfate*1"	"514"	"ADI1x"	172	3	0.986503333333333	0.192826269043752	1.01558	0.986503333333333	0.218772456	0.78079	1.16314	0.38235	-0.147363295433468	-2.33333333333333	0.111328298339241
"sulfate*2"	"515"	"ADI2x"	172	3	0.998743333333333	0.138816359746729	1.06971	0.998743333333333	0.026716452	0.83879	1.08773	0.24894	-0.377616259628089	-2.33333333333333	0.080145662667698
"sulfate*3"	"516"	"Ctrl"	172	3	1.00614	0.075720513072747	0.9839	1.00614	0.059111262	0.94403	1.09049	0.14646	0.268374195147513	-2.33333333333333	0.043717258605727
"OsulfoLtyrosine1"	"517"	"ADI1x"	173	3	1.26172666666667	0.027161924330454	1.2525	1.26172666666667	0.017969112	1.24038	1.2923	0.05192	0.300494194521701	-2.33333333333333	0.015681944323896
"OsulfoLtyrosine2"	"518"	"ADI2x"	173	3	0.998863333333333	0.099638276948838	1.01986	0.998863333333333	0.098548422	0.8904	1.08633	0.19593	-0.201371150281049	-2.33333333333333	0.057526186018002
"OsulfoLtyrosine3"	"519"	"Ctrl"	173	3	0.7523	0.149565607009098	0.67064	0.7523	0.01378818	0.66134	0.92492	0.26358	0.383226670382701	-2.33333333333333	0.086351743468213
"1(3aminopropyl2pyrrolidone1"	"520"	"ADI1x"	174	3	1.36161666666667	0.412641901935968	1.36017	1.36161666666667	0.608562822	0.9497	1.77498	0.82528	0.003505821582281	-2.33333333333333	0.238238913161651
"1(3aminopropyl2pyrrolidone2"	"521"	"ADI2x"	174	3	1.01956333333333	0.211073302512026	1.0349	1.01956333333333	0.27820989	0.80124	1.22255	0.42131	-0.072276768675084	-2.33333333333333	0.121863228024062
"1(3aminopropyl2pyrrolidone3"	"522"	"Ctrl"	174	3	0.779716666666667	0.283296946741989	0.93848	0.779716666666667	0.01415883	0.45264	0.94803	0.49539	-0.384408171446255	-2.33333333333333	0.163561568462086
"ethylglucuronide1"	"523"	"ADI1x"	175	3	0.817453333333333	0.277197970831919	0.66203	0.817453333333333	0.013625094	0.65284	1.13749	0.48465	0.384424294657578	-2.33333333333333	0.160040323078626
"ethylglucuronide2"	"524"	"ADI2x"	175	3	0.507216666666667	0.105348341388621	0.52683	0.507216666666667	0.11052783	0.39344	0.60138	0.20794	-0.179722864503921	-2.33333333333333	0.060822893259401
"ethylglucuronide3"	"525"	"Ctrl"	175	3	0.99497	0.346905535845135	0.86251	0.99497	0.19081062	0.73381	1.38859	0.65478	0.326163138022443	-2.33333333333333	0.20028600450356
"S(3hydroxypropylmercapturicacid(HPMA1"	"526"	"ADI1x"	176	3	0.777736666666667	0.228762340067882	0.90047	0.777736666666667	0.027383622	0.5138	0.91894	0.40514	-0.382079392731804	-2.33333333333333	0.13207599861864
"S(3hydroxypropylmercapturicacid(HPMA2"	"527"	"ADI2x"	176	3	1.36407666666667	0.534615723144516	1.13506	1.36407666666667	0.226748844	0.98212	1.97505	0.99293	0.349766537145188	-2.33333333333333	0.308660531670492
"S(3hydroxypropylmercapturicacid(HPMA3"	"528"	"Ctrl"	176	3	1.16059333333333	0.019631141926371	1.16956	1.16059333333333	0.006790308	1.13808	1.17414	0.03606	-0.361465275578476	-2.33333333333333	0.01133404507569
"perfluorooctanesulfonicacid(PFOS1"	"529"	"ADI1x"	177	3	0.826893333333333	0.255408345465322	0.76372	0.826893333333333	0.229387872	0.609	1.10796	0.49896	0.232210486170283	-2.33333333333333	0.147460077007681
"perfluorooctanesulfonicacid(PFOS2"	"530"	"ADI2x"	177	3	0.95048	0.095270415659847	0.95853	0.95048	0.122966844	0.85144	1.04147	0.19003	-0.083893052546822	-2.33333333333333	0.05500440012702
"perfluorooctanesulfonicacid(PFOS3"	"531"	"Ctrl"	177	3	1.49515333333333	0.094118362360027	1.4683	1.49515333333333	0.075493992	1.41738	1.59978	0.1824	0.262088653294281	-2.33333333333333	0.054339261844248
"4hydroxychlorothalonil1"	"532"	"ADI1x"	178	3	0.770953333333333	0.275483887792614	0.92277	0.770953333333333	0.021290136	0.45296	0.93713	0.48417	-0.383723944318632	-2.33333333333333	0.15905069677447
"4hydroxychlorothalonil2"	"533"	"ADI2x"	178	3	0.953386666666667	0.441681542441308	1.11838	0.953386666666667	0.252694344	0.45296	1.28882	0.83586	-0.321429184546144	-2.33333333333333	0.255004957424579
"4hydroxychlorothalonil3"	"534"	"Ctrl"	178	3	1.03881	0.17426170089839	1.06003	1.03881	0.209728596	0.85491	1.20149	0.34658	-0.119965239798146	-2.33333333333333	0.100610039923128
"6hydroxyindolesulfate1"	"535"	"ADI1x"	179	3	0.988026666666667	0.355205804757373	1.04696	0.988026666666667	0.390101712	0.60704	1.31008	0.70304	-0.161346079982724	-2.33333333333333	0.205078166994387
"6hydroxyindolesulfate2"	"536"	"ADI2x"	179	3	0.875793333333333	0.178756208377033	0.95492	0.875793333333333	0.068807466	0.67113	1.00133	0.3302	-0.355918124402715	-2.33333333333333	0.103204945025797
"6hydroxyindolesulfate3"	"537"	"Ctrl"	179	3	1.02814666666667	0.03138571862063	1.03738	1.02814666666667	0.0244629	0.99318	1.05388	0.0607	-0.268727779003543	-2.33333333333334	0.01812055309433
"thioproline1"	"538"	"ADI1x"	180	3	1.55822333333333	0.476035142645302	1.56892	1.55822333333333	0.68184774	1.07693	2.02882	0.95189	-0.02245898420876	-2.33333333333333	0.274839017749987
"thioproline2"	"539"	"ADI2x"	180	3	0.844103333333333	0.314155471436251	1	0.844103333333333	0.073863132	0.48249	1.04982	0.56733	-0.374038976081411	-2.33333333333333	0.181377746001114
"thioproline3"	"540"	"Ctrl"	180	3	0.643603333333333	0.279056479110114	0.48249	0.643603333333333	0	0.48249	0.96583	0.48334	0.38490017945975	-2.33333333333333	0.161113333333333
